pcd	WGS84long	WGS84lat
CM26DS	0.494802	51.7367
CM26DT	0.495401	51.7368
CM26DU	0.485708	51.7376
CM26DW	0.492589	51.7371
CM26DX	0.487802	51.7383
CM26DY	0.491345	51.731
CM26DZ	0.491773	51.7315
CM26EA	0.485972	51.7347
CM26EB	0.49271	51.7343
CM26ED	0.48956	51.7344
CM26EE	0.48706	51.7345
CM26EF	0.487938	51.7339
CM26EG	0.491262	51.7353
CM26EH	0.49141	51.7338
CM26EJ	0.492508	51.7351
CM26EL	0.492419	51.7335
CM26EN	0.489526	51.7333
CM26EP	0.490729	51.7322
CM26EQ	0.491325	51.7346
CM26ER	0.489519	51.7323
CM26ES	0.487303	51.7329
CM26ET	0.486855	51.7318
CM26EU	0.488125	51.732
CM26EW	0.486925	51.7334
CM26EX	0.486479	51.7326
CM26EY	0.486479	51.7326
CM26EZ	0.4969	51.7365
CM26FA	0.475665	51.7322
CM26FB	0.4767	51.7313
CM26FD	0.476271	51.7316
CM26FE	0.476271	51.7316
CM26FF	0.476026	51.7319
CM26FG	0.4969	51.7365
CM26FH	0.475968	51.7309
CM26FJ	0.499192	51.7439
CM26FL	0.476953	51.7322
CM26FP	0.497671	51.7365
CM26FR	0.498587	51.7452
CM26FT	0.48687	51.7366
CM26FW	0.480215	51.7354
CM26FX	0.476023	51.7372
CM26FY	0.476023	51.7372
CM26FZ	0.500548	51.7427
CM26GA	0.514016	51.7437
CM26GB	0.51627	51.7438
CM26GD	0.517615	51.7435
CM26GE	0.500548	51.7427
CM26GF	0.518121	51.7432
CM26GG	0.4969	51.7365
CM26GH	0.4969	51.7365
CM26GJ	0.515658	51.7401
CM26GL	0.517353	51.7419
CM26GN	0.514944	51.7406
CM26GP	0.517695	51.741
CM26GQ	0.511715	51.738
CM26GR	0.476023	51.7372
CM26GS	0.476023	51.7372
CM26GT	0.476023	51.7372
CM26GU	0.476023	51.7372
CM26GW	0.4969	51.7365
CM26GX	0.4969	51.7365
CM26GY	0.515235	51.7421
CM26GZ	0.516432	51.7433
CM26HA	0.483297	51.733
CM26HB	0.483794	51.7341
CM26HD	0.483528	51.7322
CM26HE	0.483639	51.7318
CM26HF	0.484574	51.7298
CM26HG	0.48443	51.732
CM26HH	0.488395	51.7314
CM26HJ	0.485969	51.7315
CM26HL	0.488673	51.7304
CM26HN	0.490184	51.731
CM26HP	0.485368	51.7338
CM26HQ	0.483528	51.7314
CM26HR	0.48256	51.7351
CM26HS	0.484279	51.7345
CM26HT	0.48596	51.7321
CM26HU	0.480291	51.7328
CM26HW	0.48456	51.7328
CM26HX	0.479817	51.7334
CM26HY	0.485395	51.7292
CM26HZ	0.479244	51.7333
CM26JA	0.480334	51.7341
CM26JB	0.479115	51.7341
CM26JD	0.4969	51.7365
CM26JE	0.476642	51.7329
CM26JF	0.4969	51.7365
CM26JG	0.479115	51.7341
CM26JH	0.477848	51.7337
CM26JJ	0.477029	51.733
CM26JL	0.479603	51.7345
CM26JN	0.480493	51.7352
CM26JP	0.48207	51.736
CM26JQ	0.48012	51.7347
CM26JR	0.4969	51.7365
CM26JS	0.483275	51.7371
CM26JT	0.484535	51.7373
CM26JU	0.499824	51.7456
CM26JW	0.481259	51.7354
CM26JX	0.477435	51.7325
CM26JY	0.478698	51.7334
CM26JZ	0.479943	51.7339
CM26LA	0.480244	51.7341
CM26LB	0.480982	51.7341
CM26LD	0.481719	51.734
CM26LE	0.48207	51.7346
CM26LF	0.481609	51.7352
CM26LG	0.482747	51.7359
CM26LH	0.480669	51.7355
CM26LJ	0.479391	51.736
CM26LL	0.480788	51.7366
CM26LN	0.481123	51.7359
CM26LP	0.480889	51.7363
CM26LQ	0.484688	51.7367
CM26LR	0.478912	51.7352
CM26LS	0.4969	51.7365
CM26LT	0.476023	51.7372
CM26LU	0.479952	51.7327
CM26LW	0.483882	51.7376
CM26LX	0.479246	51.7328
CM26LY	0.518104	51.7422
CM26LZ	0.480692	51.7328
CM26NA	0.481134	51.734
CM26NB	0.479483	51.731
CM26ND	0.48168	51.7328
CM26NE	0.481973	51.7363
CM26NF	0.476352	51.7328
CM26NG	0.474808	51.7311
CM26NH	0.491592	51.7316
CM26NJ	0.493613	51.7307
CM26NL	0.49742	51.7314
CM26NN	0.497842	51.7367
CM26NP	0.498634	51.7311
CM26NQ	0.4969	51.7365
CM26NR	0.502293	51.7305
CM26NS	0.507968	51.7326
CM26NT	0.512244	51.7316
CM26NU	0.514223	51.732
CM26NW	0.511328	51.7401
CM26NX	0.517772	51.7284
CM26NY	0.516092	51.7271
CM26NZ	0.513489	51.7381
CM26PA	0.511393	51.7402
CM26PB	0.506222	51.7455
CM26PD	0.505584	51.7376
CM26PE	0.505192	51.7324
CM26PF	0.504277	51.7329
CM26PG	0.502003	51.7318
CM26PH	0.501112	51.7359
CM26PJ	0.49975	51.7387
CM26PL	0.500636	51.7388
CM26PN	0.503868	51.7456
CM26PP	0.503398	51.7353
CM26PQ	0.489719	51.7362
CM26PR	0.476023	51.7372
CM26PS	0.502983	51.7435
CM26PT	0.512922	51.7375
CM26PU	0.501656	51.7379
CM26PW	0.498682	51.7341
CM26PX	0.4969	51.7365
CM26PY	0.505283	51.7448
CM26PZ	0.4969	51.7365
CM26QA	0.510831	51.7427
CM26QB	0.511281	51.7432
CM26QD	0.510911	51.742
CM26QE	0.508434	51.741
CM26QF	0.509524	51.7413
CM26QG	0.509113	51.7399
CM26QH	0.506612	51.7395
CM26QJ	0.510336	51.7382
CM26QL	0.509262	51.7392
CM26QN	0.497903	51.7383
CM26QP	0.510715	51.739
CM26QQ	0.507916	51.7402
CM26QR	0.475421	51.7328
CM26QS	0.516057	51.7415
CM26QT	0.477642	51.7336
CM26QU	0.477799	51.7328
CM26QW	0.498637	51.7375
CM26QX	0.4969	51.7365
CM26QY	0.510831	51.7427
CM26QZ	0.477029	51.733
CM26RA	0.476352	51.7328
CM26RB	0.477897	51.7346
CM26RD	0.483459	51.7367
CM26RE	0.506367	51.7358
CM26RF	0.506581	51.7365
CM26RG	0.500444	51.7358
CM26RH	0.506947	51.7361
CM26RJ	0.509282	51.7327
CM26RL	0.510485	51.7341
CM26RN	0.509033	51.7332
CM26RP	0.50976	51.7338
CM26RQ	0.503696	51.736
CM26RR	0.509151	51.7364
CM26RS	0.508952	51.737
CM26RT	0.509168	51.7351
CM26RU	0.508444	51.7356
CM26RW	0.510224	51.7325
CM26RX	0.50769	51.7359
CM26RY	0.510493	51.7371
CM26RZ	0.5105	51.7362
CM26SA	0.509885	51.7319
CM26SB	0.506928	51.7376
CM26SD	0.50551	51.7381
CM26SE	0.50807	51.7396
CM26SF	0.506502	51.7401
CM26SG	0.50526	51.7402
CM26SH	0.506888	51.7389
CM26SJ	0.505031	51.7379
CM26SL	0.507809	51.7367
CM26SN	0.509613	51.7437
CM26SP	0.510156	51.7422
CM26SQ	0.50486	51.7395
CM26SR	0.506814	51.7342
CM26SS	0.504816	51.7345
CM26ST	0.505454	51.735
CM26SU	0.4969	51.7365
CM26SW	0.50919	51.7426
CM26SX	0.500224	51.7371
CM26SY	0.476023	51.7372
CM26SZ	0.476023	51.7372
CM26TA	0.51169	51.744
CM26TB	0.502622	51.7448
CM26TD	0.50902	51.7442
CM26TE	0.502983	51.7435
CM26TF	0.504474	51.7417
CM26TG	0.505441	51.7411
CM26TH	0.505288	51.742
CM26TJ	0.505419	51.7435
CM26TL	0.507841	51.7436
CM26TN	0.500925	51.739
CM26TP	0.501981	51.7408
CM26TQ	0.478657	51.7345
CM26TR	0.503378	51.7402
CM26TS	0.501555	51.741
CM26TT	0.500626	51.7412
CM26TU	0.50161	51.7394
CM26TW	0.502941	51.7391
CM26TX	0.502139	51.7421
CM26TY	0.503576	51.7406
CM26TZ	0.501787	51.7397
CM26UA	0.507022	51.7434
CM26UB	0.499115	51.7364
CM26UD	0.499888	51.7402
CM26UE	0.50292	51.7397
CM26UF	0.503261	51.7381
CM26UG	0.504437	51.7339
CM26UH	0.50319	51.7336
CM26UJ	0.502684	51.7347
CM26UL	0.500874	51.7342
CM26UN	0.506907	51.7427
CM26UP	0.497945	51.7323
CM26UQ	0.503305	51.7341
CM26UR	0.50124	51.7321
CM26US	0.499757	51.736
CM26UT	0.500267	51.7329
CM26UU	0.502453	51.7329
CM26UW	0.50345	51.7417
CM26UX	0.502119	51.7355
CM26UY	0.500034	51.735
CM26UZ	0.501681	51.7349
CM26WA	0.476023	51.7372
CM26WB	0.476023	51.7372
CM26WD	0.476023	51.7372
CM26WE	0.476023	51.7372
CM26WF	0.476023	51.7372
CM26WG	0.476023	51.7372
CM26WH	0.476023	51.7372
CM26WJ	0.476023	51.7372
CM26WL	0.476023	51.7372
CM26WN	0.500548	51.7427
CM26WP	0.476023	51.7372
CM26WQ	0.512632	51.7414
CM26WR	0.500548	51.7427
CM26WS	0.514266	51.7414
CM26WT	0.515024	51.7396
CM26WU	0.514276	51.7431
CM26WW	0.476023	51.7372
CM26WX	0.500548	51.7427
CM26WY	0.478417	51.7348
CM26WZ	0.500548	51.7427
CM26XA	0.478657	51.7345
CM26XB	0.476023	51.7372
CM26XD	0.501406	51.7328
CM26XE	0.495802	51.7326
CM26XF	0.496215	51.7332
CM26XG	0.499638	51.7336
CM26XH	0.497706	51.7356
CM26XJ	0.497143	51.7348
CM26XL	0.497271	51.7342
CM26XN	0.496454	51.7349
CM26XP	0.510978	51.7398
CM26XQ	0.499638	51.7336
CM26XR	0.497987	51.733
CM26XS	0.476023	51.7372
CM26XT	0.500548	51.7427
CM26XU	0.498463	51.7354
CM26XW	0.5014	51.7416
CM26XX	0.496705	51.7342
CM26XZ	0.476023	51.7372
CM26YF	0.515836	51.742
CM26YG	0.512989	51.7429
CM26YH	0.515459	51.7389
CM26YJ	0.514753	51.7392
CM26YL	0.517269	51.7386
CM26YN	0.513536	51.7389
CM26YP	0.513187	51.7394
CM26YQ	0.479846	51.7326
CM26YR	0.512146	51.7395
CM26YS	0.516541	51.7396
CM26YT	0.481112	51.7301
CM26YU	0.516163	51.7382
CM26YW	0.51345	51.7408
CM26YX	0.511802	51.7398
CM26YY	0.500548	51.7427
CM26YZ	0.512547	51.7407
CM26ZA	0.497842	51.7367
CM26ZB	0.476023	51.7372
CM26ZD	0.517244	51.7405
CM26ZE	0.476023	51.7372
CM26ZF	0.476023	51.7372
CM26ZG	0.476023	51.7372
CM26ZH	0.480855	51.7323
CM26ZU	0.500548	51.7427
CM26ZW	0.476023	51.7372
CM26ZZ	0.500548	51.7427
CM27AA	0.509817	51.7113
CM27AB	0.51365	51.7078
CM27AD	0.514129	51.71
CM27AE	0.515378	51.7113
CM27AF	0.514787	51.7148
CM27AG	0.516558	51.7195
CM27AH	0.515588	51.719
CM27AJ	0.515409	51.7174
CM27AL	0.51442	51.7157
CM27AN	0.514046	51.7165
CM27AP	0.51088	51.7169
CM27AQ	0.516474	51.7157
CM27AR	0.512206	51.7168
CM27AS	0.510245	51.7161
CM27AT	0.50918	51.7165
CM27AU	0.509688	51.7171
CM27AW	0.512355	51.7163
CM27AX	0.510382	51.7157
CM27AY	0.509325	51.7173
CM27AZ	0.508891	51.7184
CM27BA	0.513604	51.7156
CM27BB	0.513058	51.7157
CM27BD	0.512983	51.717
CM27BE	0.476023	51.7372
CM27BG	0.498706	51.718
CM27BH	0.503697	51.7177
CM27BJ	0.476023	51.7372
CM27BL	0.499152	51.7187
CM27BN	0.50813	51.7182
CM27BP	0.499604	51.7185
CM27BQ	0.50381	51.7176
CM27BS	0.498706	51.718
CM27BT	0.498988	51.7184
CM27BU	0.514545	51.7188
CM27BW	0.498712	51.7191
CM27BX	0.512113	51.7175
CM27BY	0.509619	51.7184
CM27BZ	0.50561	51.7177
CM27DA	0.505524	51.7164
CM27DB	0.504171	51.7173
CM27DD	0.504254	51.7199
CM27DE	0.503805	51.7201
CM27DF	0.504346	51.7192
CM27DG	0.515363	51.7199
CM27DH	0.510428	51.7197
CM27DJ	0.508492	51.7195
CM27DL	0.502704	51.718
CM27DN	0.503234	51.7182
CM27DP	0.501782	51.7191
CM27DQ	0.512952	51.7198
CM27DR	0.504921	51.7186
CM27DS	0.514386	51.7172
CM27DT	0.513118	51.7168
CM27DU	0.511672	51.7168
CM27DW	0.501208	51.7185
CM27DX	0.511672	51.7168
CM27DY	0.498028	51.7188
CM27DZ	0.498562	51.7196
CM27EA	0.497317	51.7206
CM27EB	0.496398	51.7216
CM27ED	0.49669	51.7224
CM27EE	0.496364	51.7233
CM27EF	0.497666	51.723
CM27EG	0.499294	51.7221
CM27EH	0.500453	51.7224
CM27EJ	0.50248	51.7221
CM27EL	0.499938	51.7227
CM27EN	0.498965	51.7229
CM27EP	0.49848	51.7212
CM27EQ	0.501221	51.7216
CM27ER	0.498082	51.7219
CM27ES	0.500107	51.7203
CM27ET	0.501871	51.7208
CM27EU	0.499466	51.7207
CM27EW	0.501665	51.7231
CM27EX	0.500252	51.7213
CM27EY	0.502672	51.7193
CM27EZ	0.503667	51.7192
CM27FB	0.476023	51.7372
CM27FD	0.476023	51.7372
CM27FE	0.476023	51.7372
CM27FF	0.503094	51.7188
CM27FG	0.488222	51.723
CM27FH	0.48829	51.7229
CM27FJ	0.513991	51.7148
CM27FL	0.54183	51.7049
CM27FP	0.503703	51.7151
CM27GA	0.511558	51.7187
CM27GD	0.487189	51.7234
CM27GT	0.476023	51.7372
CM27GY	0.48047	51.7268
CM27GZ	0.476023	51.7372
CM27HA	0.476023	51.7372
CM27HB	0.503697	51.7177
CM27HD	0.499375	51.7175
CM27HE	0.500003	51.7153
CM27HF	0.498972	51.7178
CM27HG	0.498607	51.7162
CM27HH	0.50103	51.7158
CM27HJ	0.501534	51.7157
CM27HL	0.476023	51.7372
CM27HN	0.50147	51.7159
CM27HP	0.498868	51.7159
CM27HQ	0.499471	51.7172
CM27HR	0.497319	51.7165
CM27HS	0.497266	51.7173
CM27HT	0.498837	51.7156
CM27HU	0.500272	51.7165
CM27HW	0.500041	51.7175
CM27HX	0.503332	51.715
CM27HY	0.505828	51.713
CM27HZ	0.503367	51.7145
CM27JA	0.505845	51.7138
CM27JB	0.506504	51.7132
CM27JD	0.507528	51.7126
CM27JE	0.507214	51.7121
CM27JF	0.504468	51.7138
CM27JG	0.503584	51.7135
CM27JH	0.502711	51.7132
CM27JJ	0.504567	51.7127
CM27JL	0.50337	51.7122
CM27JN	0.504948	51.7149
CM27JP	0.507579	51.7135
CM27JQ	0.503731	51.7128
CM27JR	0.501475	51.7165
CM27JS	0.501422	51.716
CM27JT	0.501046	51.7166
CM27JU	0.502129	51.7163
CM27JW	0.506021	51.7141
CM27JX	0.502016	51.7171
CM27JY	0.498919	51.7169
CM27JZ	0.498002	51.7176
CM27LA	0.476023	51.7372
CM27LB	0.476023	51.7372
CM27LD	0.499842	51.7168
CM27LE	0.505118	51.7122
CM27LF	0.50498	51.712
CM27LG	0.484878	51.7251
CM27LH	0.488388	51.7241
CM27LJ	0.489966	51.7236
CM27LL	0.492961	51.7236
CM27LN	0.494913	51.7233
CM27LP	0.486129	51.7244
CM27LQ	0.487046	51.7248
CM27LR	0.493241	51.7231
CM27LS	0.490898	51.7232
CM27LT	0.49366	51.7226
CM27LU	0.49149	51.7224
CM27LW	0.486825	51.7242
CM27LX	0.492303	51.7232
CM27LY	0.489335	51.7237
CM27LZ	0.491771	51.7235
CM27NA	0.500548	51.7427
CM27NB	0.483067	51.7259
CM27ND	0.483622	51.7254
CM27NE	0.485366	51.7258
CM27NF	0.484452	51.7255
CM27NG	0.485153	51.7254
CM27NH	0.48764	51.725
CM27NJ	0.489453	51.7248
CM27NL	0.489933	51.7246
CM27NN	0.491426	51.7246
CM27NP	0.495619	51.7235
CM27NQ	0.486857	51.7253
CM27NR	0.492902	51.7243
CM27NS	0.493726	51.7243
CM27NT	0.495332	51.724
CM27NU	0.496086	51.724
CM27NW	0.494212	51.7237
CM27NX	0.497618	51.7235
CM27NY	0.496873	51.7244
CM27NZ	0.498909	51.7238
CM27PA	0.476023	51.7372
CM27PB	0.486094	51.7259
CM27PD	0.491673	51.7217
CM27PE	0.47963	51.7276
CM27PF	0.485986	51.7237
CM27PG	0.471865	51.7302
CM27PH	0.478307	51.7283
CM27PJ	0.477981	51.729
CM27PL	0.477981	51.729
CM27PN	0.478307	51.7283
CM27PP	0.511792	51.7159
CM27PQ	0.471865	51.7302
CM27PR	0.47963	51.7276
CM27PS	0.480122	51.7268
CM27PT	0.480624	51.7275
CM27PU	0.480306	51.727
CM27PW	0.478929	51.7281
CM27PX	0.481796	51.728
CM27PY	0.482632	51.7256
CM27PZ	0.485529	51.724
CM27QA	0.487588	51.7228
CM27QB	0.503807	51.716
CM27QD	0.482496	51.7258
CM27QE	0.488816	51.7222
CM27QF	0.491202	51.7216
CM27QG	0.493532	51.7216
CM27QH	0.495409	51.722
CM27QJ	0.495047	51.7207
CM27QL	0.496828	51.7202
CM27QN	0.501323	51.7177
CM27QP	0.500566	51.7176
CM27QQ	0.493755	51.7209
CM27QR	0.500566	51.7176
CM27QS	0.501236	51.7177
CM27QT	0.503797	51.7163
CM27QU	0.503788	51.7172
CM27QW	0.476023	51.7372
CM27QX	0.506439	51.7154
CM27QY	0.506648	51.715
CM27QZ	0.507716	51.7149
CM27RA	0.488551	51.7232
CM27RB	0.489133	51.7227
CM27RD	0.48258	51.7299
CM27RE	0.476023	51.7372
CM27RF	0.503976	51.7174
CM27RG	0.523856	51.7136
CM27RH	0.522022	51.7129
CM27RJ	0.523651	51.7133
CM27RL	0.527571	51.7026
CM27RN	0.544446	51.7015
CM27RP	0.537033	51.7108
CM27RQ	0.523284	51.7129
CM27RR	0.522357	51.7171
CM27RS	0.527834	51.7286
CM27RT	0.518113	51.7246
CM27RU	0.531791	51.7214
CM27RW	0.539746	51.7065
CM27RX	0.527484	51.7207
CM27RY	0.546101	51.7186
CM27RZ	0.535784	51.7213
CM27SA	0.538709	51.7164
CM27SB	0.541324	51.7127
CM27SD	0.540013	51.7131
CM27SE	0.537012	51.7138
CM27SF	0.524373	51.7156
CM27SG	0.534015	51.7156
CM27SH	0.523285	51.715
CM27SJ	0.52324	51.7155
CM27SL	0.52243	51.7153
CM27SN	0.541563	51.7123
CM27SP	0.524091	51.7144
CM27SQ	0.520689	51.7136
CM27SR	0.524587	51.7147
CM27SS	0.476023	51.7372
CM27ST	0.527545	51.7008
CM27SU	0.49657	51.7084
CM27SW	0.50381	51.7176
CM27SX	0.499443	51.6998
CM27SY	0.495638	51.6957
CM27SZ	0.511436	51.6935
CM27TA	0.507314	51.7006
CM27TB	0.528461	51.6887
CM27TD	0.524834	51.6856
CM27TE	0.52695	51.6982
CM27TF	0.54897	51.6955
CM27TG	0.555596	51.6944
CM27TH	0.528501	51.6985
CM27TJ	0.52775	51.7001
CM27TL	0.513471	51.7148
CM27TN	0.521635	51.7012
CM27TP	0.538282	51.6982
CM27TQ	0.533239	51.6988
CM27TR	0.556697	51.6952
CM27TS	0.537825	51.6983
CM27TT	0.530747	51.6978
CM27TU	0.527688	51.6971
CM27TW	0.525992	51.701
CM27TX	0.527599	51.6966
CM27TY	0.536742	51.6963
CM27TZ	0.50381	51.7176
CM27UA	0.525656	51.7134
CM27UB	0.476156	51.7293
CM27UD	0.476156	51.7293
CM27UE	0.476156	51.7293
CM27UF	0.476023	51.7372
CM27UG	0.476023	51.7372
CM27UH	0.503976	51.7174
CM27UJ	0.534845	51.7211
CM27UL	0.476023	51.7372
CM27UN	0.476023	51.7372
CM27UP	0.504421	51.7176
CM27UQ	0.489309	51.7227
CM27UR	0.489615	51.723
CM27US	0.536793	51.6972
CM27UT	0.476156	51.7293
CM27WA	0.476023	51.7372
CM27WB	0.476023	51.7372
CM27WD	0.476023	51.7372
CM27WE	0.476023	51.7372
CM27WF	0.500548	51.7427
CM27WG	0.500548	51.7427
CM27WL	0.476023	51.7372
CM27WN	0.476023	51.7372
CM27WP	0.476023	51.7372
CM27WQ	0.500548	51.7427
CM27WW	0.476023	51.7372
CM27WX	0.476023	51.7372
CM27WY	0.476023	51.7372
CM27WZ	0.476023	51.7372
CM27YF	0.476023	51.7372
CM27YQ	0.476023	51.7372
CM28AA	0.463815	51.7124
CM28AB	0.464634	51.7107
CM28AD	0.465465	51.7106
CM28AE	0.465239	51.7117
CM28AF	0.465719	51.7126
CM28AG	0.466264	51.7133
CM28AH	0.470902	51.7134
CM28AJ	0.468671	51.7126
CM28AL	0.469734	51.7124
CM28AN	0.4703	51.7124
CM28AP	0.465808	51.7097
CM28AQ	0.467822	51.7132
CM28AR	0.466537	51.7101
CM28AS	0.467019	51.7107
CM28AT	0.467105	51.7117
CM28AU	0.468081	51.7113
CM28AW	0.471642	51.7129
CM28AX	0.464525	51.7141
CM28AY	0.465756	51.7138
CM28AZ	0.474221	51.7137
CM28BA	0.472372	51.713
CM28BB	0.472413	51.7119
CM28BD	0.473106	51.7121
CM28BE	0.473512	51.7129
CM28BG	0.474553	51.7126
CM28BH	0.460701	51.7167
CM28BJ	0.462547	51.7155
CM28BL	0.460521	51.7158
CM28BN	0.462325	51.7151
CM28BP	0.461516	51.7144
CM28BQ	0.476023	51.7372
CM28BS	0.464253	51.7096
CM28BT	0.463845	51.7058
CM28BU	0.462874	51.714
CM28BW	0.463323	51.7148
CM28BX	0.463227	51.712
CM28BY	0.463231	51.7076
CM28BZ	0.462536	51.7033
CM28DA	0.475333	51.6983
CM28DB	0.464967	51.7067
CM28DD	0.476023	51.7372
CM28DE	0.496922	51.7122
CM28DF	0.478301	51.7028
CM28DG	0.498508	51.7144
CM28DH	0.4989	51.7152
CM28DJ	0.497191	51.7141
CM28DL	0.500323	51.7145
CM28DN	0.495529	51.7126
CM28DP	0.490175	51.7119
CM28DQ	0.464397	51.708
CM28DR	0.490834	51.7115
CM28DS	0.494018	51.7138
CM28DT	0.494823	51.7143
CM28DU	0.494325	51.7134
CM28DW	0.494006	51.7115
CM28DX	0.495609	51.7135
CM28DY	0.49847	51.7129
CM28DZ	0.497657	51.7129
CM28EA	0.499195	51.7122
CM28EB	0.496876	51.7116
CM28ED	0.497877	51.7119
CM28EE	0.4934	51.7126
CM28EF	0.497466	51.7155
CM28EG	0.496911	51.7151
CM28EH	0.495317	51.7153
CM28EJ	0.492474	51.7163
CM28EL	0.492524	51.7156
CM28EN	0.49312	51.7146
CM28EP	0.49029	51.7126
CM28EQ	0.496367	51.7152
CM28ER	0.476023	51.7372
CM28ES	0.493912	51.7159
CM28ET	0.495706	51.7164
CM28EU	0.491486	51.7136
CM28EW	0.492094	51.7131
CM28EX	0.490482	51.7133
CM28EY	0.488614	51.7119
CM28EZ	0.494486	51.7147
CM28FA	0.524611	51.6767
CM28FB	0.476023	51.7372
CM28FD	0.476023	51.7372
CM28FE	0.476023	51.7372
CM28FF	0.476023	51.7372
CM28FG	0.500548	51.7427
CM28FJ	0.476023	51.7372
CM28FL	0.476023	51.7372
CM28FN	0.477628	51.6751
CM28FP	0.500525	51.6693
CM28FQ	0.490141	51.6841
CM28FR	0.502408	51.7077
CM28FS	0.430886	51.7163
CM28FT	0.494486	51.7147
CM28GA	0.476023	51.7372
CM28GB	0.500325	51.7129
CM28GD	0.478301	51.7028
CM28GE	0.495917	51.7115
CM28GG	0.476023	51.7372
CM28GQ	0.476023	51.7372
CM28GT	0.476023	51.7372
CM28GU	0.4985	51.7072
CM28GW	0.476023	51.7372
CM28GX	0.476023	51.7372
CM28GY	0.476023	51.7372
CM28GZ	0.476023	51.7372
CM28HA	0.489341	51.7133
CM28HB	0.48841	51.7132
CM28HD	0.487116	51.7128
CM28HE	0.500043	51.7123
CM28HF	0.503238	51.7091
CM28HG	0.503109	51.7112
CM28HH	0.504634	51.7113
CM28HJ	0.504822	51.7108
CM28HL	0.50464	51.7093
CM28HN	0.502408	51.7077
CM28HP	0.503707	51.711
CM28HQ	0.503576	51.7102
CM28HR	0.508172	51.709
CM28HS	0.505151	51.7115
CM28HT	0.50454	51.7098
CM28HU	0.502153	51.7117
CM28HW	0.500686	51.7093
CM28HX	0.501619	51.7107
CM28HY	0.501536	51.7129
CM28HZ	0.501258	51.7144
CM28JA	0.501538	51.7134
CM28JB	0.50028	51.7116
CM28JD	0.499399	51.7103
CM28JE	0.501947	51.7093
CM28JF	0.50586	51.7115
CM28JG	0.500565	51.7097
CM28JH	0.499794	51.7091
CM28JJ	0.502616	51.7104
CM28JL	0.50061	51.7137
CM28JN	0.502716	51.7138
CM28JP	0.503241	51.7115
CM28JQ	0.50075	51.7088
CM28JR	0.466738	51.6951
CM28JS	0.466577	51.697
CM28JT	0.4985	51.7072
CM28JU	0.461924	51.6923
CM28JW	0.502213	51.7146
CM28JX	0.465422	51.6959
CM28JY	0.463464	51.6884
CM28JZ	0.467306	51.6912
CM28LA	0.465508	51.6786
CM28LB	0.463427	51.6765
CM28LD	0.475589	51.6871
CM28LE	0.469135	51.6839
CM28LF	0.471199	51.6835
CM28LG	0.470821	51.6832
CM28LH	0.475385	51.6841
CM28LJ	0.476744	51.6833
CM28LL	0.466138	51.6793
CM28LN	0.435952	51.7115
CM28LP	0.466138	51.6793
CM28LQ	0.475307	51.6848
CM28LR	0.476023	51.7372
CM28LS	0.483539	51.7044
CM28LT	0.472948	51.7013
CM28LU	0.478791	51.7112
CM28LW	0.475393	51.6832
CM28LX	0.476303	51.71
CM28LY	0.476145	51.7087
CM28LZ	0.478584	51.7067
CM28NA	0.481724	51.7069
CM28NB	0.484416	51.7077
CM28ND	0.482777	51.7045
CM28NE	0.485477	51.7065
CM28NF	0.480312	51.7031
CM28NG	0.475477	51.702
CM28NH	0.4737	51.701
CM28NJ	0.484114	51.7038
CM28NL	0.486475	51.7033
CM28NN	0.4896	51.7025
CM28NP	0.482587	51.7034
CM28NQ	0.477205	51.7021
CM28NR	0.473753	51.702
CM28NS	0.472146	51.703
CM28NT	0.470959	51.7025
CM28NU	0.474636	51.7028
CM28NW	0.485212	51.7027
CM28NX	0.472893	51.7005
CM28NY	0.472525	51.7017
CM28NZ	0.480514	51.7025
CM28PA	0.479387	51.7023
CM28PB	0.481525	51.7006
CM28PD	0.48099	51.7009
CM28PE	0.478032	51.7011
CM28PF	0.477966	51.7015
CM28PG	0.46174	51.7025
CM28PH	0.452791	51.6984
CM28PJ	0.459646	51.7007
CM28PL	0.459962	51.6996
CM28PN	0.462533	51.703
CM28PP	0.464333	51.7025
CM28PQ	0.457658	51.7009
CM28PR	0.476023	51.7372
CM28PS	0.466261	51.6981
CM28PT	0.468848	51.6988
CM28PU	0.470553	51.7003
CM28PW	0.465577	51.6999
CM28PX	0.469316	51.7005
CM28PY	0.468572	51.7012
CM28PZ	0.467582	51.7016
CM28QA	0.46846	51.6994
CM28QB	0.470676	51.6949
CM28QD	0.468655	51.6926
CM28QE	0.467074	51.6936
CM28QF	0.467117	51.6946
CM28QG	0.467808	51.6933
CM28QH	0.46851	51.6952
CM28QJ	0.473833	51.7
CM28QL	0.467308	51.6974
CM28QN	0.468252	51.6964
CM28QP	0.469257	51.6944
CM28QQ	0.468964	51.6938
CM28QR	0.467046	51.6963
CM28QS	0.474333	51.6951
CM28QT	0.482832	51.7018
CM28QU	0.478616	51.698
CM28QW	0.469398	51.698
CM28QX	0.478301	51.7028
CM28QY	0.471835	51.6992
CM28QZ	0.470889	51.6967
CM28RA	0.470412	51.6975
CM28RB	0.471326	51.6991
CM28RD	0.483814	51.7028
CM28RE	0.478238	51.6993
CM28RF	0.479354	51.699
CM28RG	0.472219	51.6966
CM28RH	0.470471	51.7012
CM28RJ	0.471469	51.7055
CM28RL	0.470008	51.7039
CM28RN	0.466106	51.7013
CM28RP	0.469708	51.7024
CM28RQ	0.480548	51.6994
CM28RR	0.475698	51.7002
CM28RS	0.475804	51.6977
