pcd	WGS84long	WGS84lat
CM158HW	0.324005	51.6242
CM158HX	0.325347	51.6283
CM158HY	0.327505	51.6287
CM158HZ	0.326138	51.628
CM158JA	0.328012	51.6299
CM158JB	0.303623	51.6203
CM158JD	0.328564	51.6302
CM158JE	0.329062	51.6304
CM158JF	0.320379	51.6301
CM158JG	0.329163	51.6306
CM158JH	0.328971	51.6303
CM158JJ	0.320363	51.6256
CM158JL	0.321918	51.6252
CM158JN	0.322132	51.6274
CM158JP	0.320524	51.627
CM158JQ	0.303623	51.6203
CM158JR	0.320009	51.6288
CM158JS	0.318859	51.6284
CM158JT	0.321739	51.6287
CM158JU	0.322175	51.6291
CM158JW	0.303623	51.6203
CM158JX	0.321904	51.6291
CM158JZ	0.320913	51.6295
CM158LA	0.32142	51.6298
CM158LB	0.322221	51.6297
CM158LD	0.322812	51.628
CM158LE	0.323535	51.628
CM158LF	0.324554	51.6264
CM158LG	0.323716	51.6264
CM158LH	0.323743	51.6247
CM158LJ	0.324511	51.6244
CM158LL	0.324449	51.6283
CM158LN	0.303623	51.6203
CM158LP	0.325583	51.6248
CM158LQ	0.323113	51.6254
CM158LR	0.326264	51.6254
CM158LS	0.326542	51.626
CM158LT	0.325679	51.6236
CM158LU	0.3263	51.6244
CM158LX	0.325101	51.6244
CM158LZ	0.323058	51.6299
CM158NA	0.322734	51.6304
CM158NB	0.323639	51.6294
CM158ND	0.323876	51.6295
CM158NE	0.324248	51.6295
CM158NF	0.323962	51.629
CM158NG	0.325812	51.629
CM158NH	0.326224	51.6303
CM158NJ	0.326832	51.6297
CM158NL	0.327318	51.6304
CM158NN	0.326827	51.6302
CM158NP	0.324558	51.6285
CM158NQ	0.325221	51.6298
CM158NR	0.328533	51.6308
CM158NS	0.328138	51.6307
CM158NT	0.328138	51.6307
CM158NU	0.327719	51.6307
CM158NW	0.32695	51.6303
CM158NX	0.328707	51.6308
CM158NY	0.328988	51.6309
CM158NZ	0.324449	51.6283
CM158PA	0.32968	51.6311
CM158PB	0.329163	51.6306
CM158PD	0.329209	51.6315
CM158PE	0.329393	51.6315
CM158PF	0.331226	51.6331
CM158PG	0.333117	51.6348
CM158PJ	0.327765	51.6316
CM158PN	0.328467	51.6326
CM158PP	0.332146	51.635
CM158PQ	0.330791	51.6342
CM158PR	0.329347	51.6342
CM158PS	0.327717	51.6332
CM158PT	0.329546	51.6353
CM158PU	0.329393	51.6351
CM158PW	0.330562	51.6337
CM158PX	0.330094	51.637
CM158PY	0.328252	51.6363
CM158PZ	0.328039	51.6369
CM158QA	0.332293	51.6364
CM158QD	0.333746	51.6357
CM158QE	0.335078	51.6364
CM158QF	0.337065	51.637
CM158QG	0.332373	51.6369
CM158QJ	0.326552	51.6361
CM158QL	0.327007	51.6368
CM158QN	0.327726	51.6356
CM158QP	0.325794	51.6354
CM158QQ	0.324449	51.6283
CM158QR	0.32646	51.6343
CM158QS	0.32658	51.6347
CM158QT	0.326167	51.6339
CM158QU	0.324685	51.6335
CM158QW	0.329558	51.6358
CM158QX	0.326024	51.632
CM158QY	0.328007	51.6309
CM158QZ	0.327719	51.6307
CM158RA	0.324131	51.6297
CM158RB	0.32449	51.6319
CM158RD	0.325116	51.6315
CM158RE	0.323701	51.6304
CM158RF	0.32584	51.6307
CM158RG	0.321699	51.6305
CM158RH	0.32311	51.631
CM158RJ	0.323884	51.6331
CM158RL	0.324757	51.6355
CM158RN	0.326395	51.6373
CM158RP	0.324878	51.6316
CM158RQ	0.322396	51.6311
CM158RR	0.326506	51.6352
CM158RT	0.328365	51.6385
CM158RU	0.330664	51.6393
CM158RX	0.330438	51.6389
CM158RY	0.33031	51.6384
CM158RZ	0.303623	51.6203
CM158SA	0.338036	51.643
CM158SB	0.341493	51.6433
CM158SD	0.343426	51.6444
CM158SE	0.346014	51.6472
CM158SF	0.324449	51.6283
CM158SG	0.336542	51.6499
CM158SH	0.346016	51.6492
CM158SJ	0.346016	51.6492
CM158SL	0.303623	51.6203
CM158TA	0.305518	51.6203
CM158TB	0.305518	51.6203
CM158TD	0.313625	51.6161
CM158TE	0.313421	51.6336
CM158TF	0.303623	51.6203
CM158TG	0.306208	51.6211
CM158TQ	0.305518	51.6203
CM158TR	0.303623	51.6203
CM158UA	0.324449	51.6283
CM158WA	0.303623	51.6203
CM158WB	0.303623	51.6203
CM158WN	0.303623	51.6203
CM158WQ	0.303623	51.6203
CM158WX	0.303623	51.6203
CM158WY	0.303623	51.6203
CM158WZ	0.303623	51.6203
CM158YF	0.303623	51.6203
CM158YQ	0.303623	51.6203
CM158YX	0.328971	51.6303
CM158YZ	0.303623	51.6203
CM158ZQ	0.303623	51.6203
CM159AA	0.314491	51.6271
CM159AB	0.319072	51.63
CM159AD	0.303623	51.6203
CM159AE	0.319081	51.6305
CM159AF	0.294308	51.6283
CM159AG	0.316941	51.6299
CM159AH	0.314124	51.6293
CM159AJ	0.315702	51.6285
CM159AL	0.318611	51.6309
CM159AN	0.318923	51.6339
CM159AP	0.314491	51.6271
CM159AQ	0.293066	51.6335
CM159AR	0.301371	51.624
CM159AS	0.302611	51.6242
CM159AT	0.305686	51.6216
CM159AU	0.305357	51.622
CM159AW	0.317568	51.63
CM159AX	0.304038	51.6225
CM159AY	0.304121	51.6212
CM159AZ	0.30405	51.623
CM159BA	0.302768	51.6231
CM159BB	0.30267	51.6237
CM159BD	0.305908	51.6254
CM159BE	0.303562	51.6268
CM159BG	0.309618	51.6254
CM159BH	0.303707	51.6242
CM159BJ	0.303608	51.6245
CM159BL	0.304604	51.6248
CM159BN	0.306854	51.6224
CM159BP	0.30713	51.6236
CM159BQ	0.303775	51.6261
CM159BS	0.306753	51.6241
CM159BT	0.305744	51.6256
CM159BU	0.306362	51.6227
CM159BW	0.307651	51.623
CM159BX	0.304932	51.627
CM159BY	0.303297	51.6289
CM159BZ	0.302606	51.6281
CM159DA	0.30131	51.6271
CM159DB	0.304248	51.6257
CM159DD	0.302758	51.6254
CM159DE	0.302239	51.626
CM159DF	0.302583	51.6248
CM159DG	0.303774	51.6252
CM159DH	0.30242	51.6245
CM159DJ	0.301513	51.6245
CM159DL	0.300409	51.6258
CM159DN	0.305465	51.6235
CM159DP	0.269824	51.6456
CM159DQ	0.304685	51.6252
CM159DR	0.30131	51.6271
CM159DS	0.297426	51.6254
CM159DT	0.299973	51.6249
CM159DU	0.298174	51.6271
CM159DW	0.30539	51.6241
CM159DX	0.297317	51.627
CM159DY	0.29639	51.6267
CM159DZ	0.29642	51.6278
CM159EA	0.295004	51.6278
CM159EB	0.294895	51.6282
CM159ED	0.300089	51.6255
CM159EE	0.292141	51.6286
CM159EF	0.293066	51.6335
CM159EG	0.299661	51.6268
CM159EH	0.299061	51.6286
CM159EJ	0.298973	51.6272
CM159EL	0.297591	51.6278
CM159EN	0.297335	51.6285
CM159EP	0.298093	51.6292
CM159EQ	0.29933	51.6265
CM159ER	0.298517	51.6301
CM159ES	0.299665	51.63
CM159ET	0.299204	51.6311
CM159EU	0.298236	51.6309
CM159EW	0.299626	51.6269
CM159EX	0.296403	51.6298
CM159EY	0.297092	51.6305
CM159EZ	0.295624	51.6301
CM159FA	0.295869	51.6295
CM159FB	0.303623	51.6203
CM159FE	0.308445	51.625
CM159FX	0.303623	51.6203
CM159FZ	0.303623	51.6203
CM159GA	0.293066	51.6335
CM159GB	0.304709	51.622
CM159GG	0.303623	51.6203
CM159GJ	0.305025	51.6223
CM159GL	0.304872	51.6227
CM159GS	0.293066	51.6335
CM159GW	0.303623	51.6203
CM159HA	0.296464	51.629
CM159HB	0.296443	51.6294
CM159HD	0.295322	51.6284
CM159HE	0.294301	51.6296
CM159HF	0.294	51.6291
CM159HG	0.293161	51.6297
CM159HH	0.292534	51.6301
CM159HJ	0.303623	51.6203
CM159HL	0.291493	51.6287
CM159HN	0.291493	51.6287
CM159HP	0.292829	51.6291
CM159HQ	0.293097	51.6336
CM159HR	0.291627	51.629
CM159HS	0.286681	51.6275
CM159HT	0.292237	51.6308
CM159HU	0.290421	51.6312
CM159HW	0.303623	51.6203
CM159HX	0.291235	51.6316
CM159HY	0.292017	51.631
CM159HZ	0.28836	51.6322
CM159JA	0.287014	51.6327
CM159JB	0.286188	51.6324
CM159JD	0.285323	51.6333
CM159JE	0.293066	51.6335
CM159JF	0.283272	51.6356
CM159JG	0.283177	51.6352
CM159JH	0.281541	51.636
CM159JJ	0.279766	51.6369
CM159JL	0.278885	51.6372
CM159JN	0.278615	51.6378
CM159JP	0.27915	51.6384
CM159JQ	0.281313	51.6372
CM159JR	0.280127	51.6383
CM159JS	0.283658	51.6367
CM159JT	0.287266	51.6366
CM159JU	0.285497	51.6373
CM159JW	0.293066	51.6335
CM159JX	0.303623	51.6203
CM159JY	0.303623	51.6203
CM159JZ	0.286467	51.6368
CM159LA	0.288742	51.6314
CM159LB	0.290202	51.632
CM159LD	0.290863	51.6328
CM159LE	0.289175	51.6329
CM159LF	0.303623	51.6203
CM159LG	0.28864	51.6334
CM159LH	0.285445	51.634
CM159LJ	0.285633	51.6343
CM159LL	0.290431	51.634
CM159LN	0.288224	51.6341
CM159LP	0.288406	51.6348
CM159LR	0.2858	51.633
CM159LS	0.29	51.6349
CM159LT	0.289332	51.6351
CM159LU	0.291565	51.6373
CM159LW	0.288877	51.6341
CM159LX	0.291081	51.6368
CM159LZ	0.290182	51.6371
CM159NA	0.289406	51.6377
CM159NB	0.288429	51.6376
CM159ND	0.289341	51.6365
CM159NE	0.286777	51.6358
CM159NF	0.303623	51.6203
CM159NG	0.287792	51.6355
CM159NH	0.285745	51.6359
CM159NL	0.284636	51.636
CM159NN	0.299566	51.6349
CM159NP	0.296971	51.6341
CM159NR	0.296621	51.635
CM159NS	0.296099	51.6346
CM159NT	0.295931	51.6339
CM159NU	0.294835	51.6345
CM159NX	0.293173	51.633
CM159NY	0.294838	51.6337
CM159NZ	0.291776	51.6337
CM159PA	0.292444	51.6343
CM159PB	0.29055	51.6349
CM159PD	0.292326	51.6352
CM159PE	0.291883	51.635
CM159PF	0.303623	51.6203
CM159PG	0.29246	51.6347
CM159PH	0.293812	51.6354
CM159PJ	0.294587	51.6347
CM159PL	0.295612	51.6353
CM159PN	0.292586	51.6363
CM159PP	0.295238	51.6365
CM159PQ	0.293209	51.634
CM159PR	0.296317	51.6361
CM159PS	0.294965	51.6359
CM159PT	0.294307	51.6355
CM159PU	0.283403	51.6379
CM159PW	0.291945	51.6359
CM159PX	0.28457	51.6384
CM159PY	0.284727	51.6378
CM159PZ	0.284858	51.6375
CM159QA	0.287922	51.6384
CM159QB	0.291119	51.639
CM159QD	0.292855	51.6385
CM159QE	0.292084	51.6381
CM159QF	0.292752	51.637
CM159QG	0.294114	51.6368
CM159QH	0.293597	51.6377
CM159QJ	0.294666	51.6374
CM159QL	0.294251	51.6381
CM159QN	0.294272	51.6388
CM159QP	0.295283	51.6402
CM159QQ	0.303623	51.6203
CM159QR	0.298243	51.6396
CM159QS	0.295174	51.6381
CM159QT	0.295647	51.6385
CM159QU	0.296177	51.637
CM159QW	0.294914	51.6395
CM159QX	0.295139	51.6371
CM159QY	0.297234	51.6385
CM159QZ	0.280465	51.6376
CM159RA	0.281265	51.6385
CM159RB	0.282998	51.6391
CM159RD	0.280191	51.639
CM159RE	0.280254	51.6394
CM159RF	0.279915	51.6398
CM159RG	0.281026	51.6398
CM159RH	0.286407	51.6393
CM159RJ	0.284987	51.6392
CM159RL	0.288042	51.6394
CM159RN	0.289147	51.6395
CM159RP	0.283627	51.6427
CM159RQ	0.281517	51.6398
CM159RR	0.296632	51.6354
CM159RS	0.278718	51.639
CM159RT	0.276199	51.6407
CM159RU	0.303623	51.6203
CM159RW	0.284862	51.6405
CM159RX	0.276805	51.6407
CM159RY	0.293066	51.6335
CM159RZ	0.275698	51.6408
CM159SA	0.271879	51.6439
CM159SB	0.264753	51.6497
CM159SD	0.266449	51.6481
CM159SE	0.2715	51.6479
CM159SF	0.27507	51.647
CM159SG	0.28002	51.6457
CM159SH	0.281626	51.6443
CM159SJ	0.287578	51.6448
CM159SL	0.289757	51.6467
CM159SN	0.290408	51.6504
CM159SP	0.291892	51.6506
CM159SQ	0.280756	51.6451
CM159SR	0.270991	51.6495
CM159SS	0.268316	51.6545
CM159ST	0.267584	51.6485
CM159SU	0.303623	51.6203
CM159SW	0.293066	51.6335
CM159SX	0.268316	51.6545
CM159SY	0.266494	51.649
CM159SZ	0.263427	51.6454
CM159TA	0.303623	51.6203
CM159TB	0.304014	51.6237
CM159TD	0.301416	51.6249
CM159TE	0.29862	51.6267
CM159TX	0.303623	51.6203
CM159WA	0.303623	51.6203
CM159WB	0.303623	51.6203
CM159WD	0.303623	51.6203
CM159WE	0.303623	51.6203
CM159WF	0.303623	51.6203
CM159WG	0.303623	51.6203
CM159WJ	0.303623	51.6203
CM159WL	0.303623	51.6203
CM159WP	0.303623	51.6203
CM159WZ	0.303623	51.6203
CM159YT	0.303623	51.6203
CM15AA	0.47407	51.7584
CM15AB	0.47445	51.7587
CM15AD	0.475168	51.7599
CM15AE	0.47405	51.7588
CM15AF	0.474041	51.7589
CM15AG	0.474026	51.7597
CM15AH	0.474037	51.762
CM15AJ	0.473097	51.7645
CM15AL	0.474565	51.764
CM15AN	0.471315	51.7639
CM15AP	0.474664	51.7616
CM15AQ	0.473799	51.7606
CM15AR	0.475046	51.7609
CM15AS	0.472643	51.7636
CM15AT	0.472038	51.765
CM15AU	0.471578	51.7661
CM15AW	0.472456	51.766
CM15AX	0.471787	51.7673
CM15AY	0.470829	51.7649
CM15AZ	0.470979	51.7658
CM15BA	0.471082	51.7652
CM15BB	0.471792	51.7684
CM15BD	0.470462	51.7664
CM15BE	0.470598	51.7681
CM15BG	0.468831	51.7723
CM15BH	0.47432	51.7669
CM15BJ	0.474185	51.7666
CM15BL	0.476771	51.7664
CM15BN	0.472519	51.7669
CM15BP	0.473936	51.7636
CM15BQ	0.475699	51.7654
CM15BS	0.470737	51.7626
CM15BT	0.47743	51.7555
CM15BU	0.473338	51.7567
CM15BW	0.469791	51.7729
CM15BX	0.472021	51.758
CM15BY	0.471092	51.7577
CM15BZ	0.469708	51.7579
CM15DA	0.469977	51.7583
CM15DB	0.47196	51.7572
CM15DD	0.471467	51.7566
CM15DE	0.47155	51.7563
CM15DF	0.472164	51.7564
CM15DG	0.471998	51.7558
CM15DH	0.474605	51.7581
CM15DJ	0.473258	51.7602
CM15DL	0.472135	51.7617
CM15DN	0.471823	51.7632
CM15DP	0.467054	51.7642
CM15DQ	0.473476	51.7581
CM15DR	0.468933	51.7633
CM15DS	0.466031	51.763
CM15DT	0.468898	51.764
CM15DU	0.464916	51.7638
CM15DW	0.467805	51.7639
CM15DX	0.465476	51.7645
CM15DY	0.46436	51.7629
CM15DZ	0.467373	51.7626
CM15EA	0.475018	51.7572
CM15EB	0.476376	51.7566
CM15ED	0.47508	51.7557
CM15EE	0.47246	51.7584
CM15EF	0.474008	51.7567
CM15EG	0.473239	51.7554
CM15EH	0.472522	51.7693
CM15EJ	0.472836	51.7708
CM15EL	0.472958	51.7744
CM15EN	0.473627	51.772
CM15EP	0.46843	51.7735
CM15EQ	0.471796	51.7619
CM15ER	0.46731	51.7713
CM15ES	0.46284	51.7765
CM15ET	0.465457	51.7745
CM15EU	0.461323	51.7779
CM15EW	0.471985	51.7714
CM15EX	0.459703	51.7783
CM15EY	0.458354	51.7799
CM15EZ	0.470641	51.771
CM15FA	0.490494	51.7574
CM15FB	0.49253	51.7562
CM15FD	0.491978	51.756
CM15FE	0.490754	51.7569
CM15FF	0.492327	51.7568
CM15FG	0.491062	51.758
CM15FH	0.498239	51.7505
CM15FJ	0.497339	51.7502
CM15FL	0.499042	51.7561
CM15FN	0.500988	51.7559
CM15FP	0.502896	51.7542
CM15FQ	0.490603	51.7586
CM15FR	0.502087	51.753
CM15FS	0.498064	51.7491
CM15FT	0.498601	51.7486
CM15FU	0.498043	51.7585
CM15FW	0.500513	51.7565
CM15FX	0.502566	51.7551
CM15FY	0.500019	51.7507
CM15FZ	0.497547	51.7495
CM15GA	0.500474	51.7545
CM15GB	0.496067	51.7518
CM15GD	0.496944	51.7522
CM15GE	0.495822	51.7524
CM15GF	0.495293	51.752
CM15GG	0.497221	51.7517
CM15GH	0.497286	51.7529
CM15GJ	0.497638	51.7535
CM15GL	0.493562	51.7545
CM15GN	0.50185	51.7547
CM15GP	0.496001	51.7477
CM15GQ	0.499596	51.7527
CM15GR	0.489916	51.7425
CM15GS	0.489916	51.7425
CM15GT	0.489916	51.7425
CM15GU	0.484998	51.7534
CM15GW	0.501199	51.7542
CM15GX	0.498845	51.7468
CM15GY	0.507205	51.7515
CM15GZ	0.505888	51.7525
CM15HA	0.468626	51.7702
CM15HB	0.471154	51.77
CM15HD	0.47038	51.7704
CM15HE	0.470152	51.7689
CM15HF	0.463179	51.7625
CM15HG	0.459986	51.7598
CM15HH	0.452449	51.7624
CM15HJ	0.46999	51.7737
CM15HL	0.469549	51.7733
CM15HN	0.472188	51.7725
CM15HP	0.471348	51.7722
CM15HQ	0.453229	51.7627
CM15HR	0.493356	51.7431
CM15HS	0.492018	51.7443
CM15HT	0.495272	51.7434
CM15HU	0.492598	51.7449
CM15HW	0.471821	51.7737
CM15HX	0.491001	51.7456
CM15HY	0.493389	51.7448
CM15HZ	0.495434	51.7448
CM15JA	0.496288	51.7464
CM15JB	0.494097	51.7476
CM15JD	0.493578	51.744
CM15JE	0.492531	51.7489
CM15JF	0.49404	51.7495
CM15JG	0.494846	51.746
CM15JH	0.493412	51.746
CM15JJ	0.49326	51.7466
CM15JL	0.494109	51.7452
CM15JN	0.491658	51.7462
CM15JP	0.497933	51.7476
CM15JQ	0.493787	51.747
CM15JR	0.498502	51.7474
CM15JS	0.500084	51.7474
CM15JT	0.49941	51.747
CM15JU	0.497351	51.7478
CM15JW	0.494658	51.7457
CM15JX	0.495515	51.7486
CM15JY	0.498448	51.7464
CM15JZ	0.49765	51.7464
CM15LA	0.494593	51.7482
CM15LB	0.497244	51.7487
CM15LD	0.483716	51.7615
CM15LE	0.47259	51.7732
CM15LF	0.461011	51.7767
CM15LG	0.467876	51.774
CM15LH	0.48768	51.7453
CM15LJ	0.48913	51.7461
CM15LL	0.490664	51.7476
CM15LN	0.49123	51.749
CM15LP	0.492974	51.7498
CM15LQ	0.464134	51.7745
CM15LR	0.493497	51.7504
CM15LS	0.493654	51.7512
CM15LT	0.491458	51.7499
CM15LU	0.490963	51.7507
CM15LW	0.492487	51.7492
CM15LX	0.49197	51.7508
CM15LY	0.490444	51.7489
CM15LZ	0.488367	51.7485
CM15NA	0.490459	51.7479
CM15NB	0.489499	51.7483
CM15ND	0.48899	51.7477
CM15NE	0.490528	51.7486
CM15NF	0.488848	51.747
CM15NG	0.487686	51.7475
CM15NH	0.487269	51.747
CM15NJ	0.503435	51.7512
CM15NL	0.503505	51.7516
CM15NN	0.505125	51.7526
CM15NP	0.485087	51.7476
CM15NQ	0.4961	51.7495
CM15NR	0.486449	51.7466
CM15NS	0.486647	51.7478
CM15NT	0.487283	51.7462
CM15NU	0.486719	51.747
CM15NW	0.504089	51.753
CM15NX	0.487238	51.7483
CM15NY	0.484418	51.7463
CM15NZ	0.482673	51.7462
CM15PA	0.482703	51.7467
CM15PB	0.484637	51.7452
CM15PD	0.485031	51.7456
CM15PE	0.483944	51.7474
CM15PF	0.482239	51.7475
CM15PG	0.480438	51.7479
CM15PH	0.483765	51.7389
CM15PJ	0.501413	51.7528
CM15PL	0.484169	51.7391
CM15PN	0.488177	51.7396
CM15PP	0.486956	51.7495
CM15PQ	0.481529	51.748
CM15PR	0.486122	51.7494
CM15PS	0.486074	51.7506
CM15PT	0.485148	51.7496
CM15PU	0.485607	51.7508
CM15PW	0.496128	51.7524
CM15PX	0.482679	51.7484
CM15PY	0.484309	51.7488
CM15PZ	0.480737	51.7502
CM15QA	0.481871	51.7511
CM15QB	0.48344	51.7514
CM15QD	0.485004	51.7517
CM15QE	0.480485	51.7491
CM15QF	0.482061	51.7493
CM15QG	0.483394	51.7498
CM15QH	0.480031	51.7498
CM15QJ	0.479895	51.7512
CM15QL	0.48333	51.751
CM15QN	0.48252	51.7505
CM15QP	0.482736	51.7489
CM15QQ	0.48364	51.7493
CM15QR	0.50432	51.7493
CM15QS	0.504063	51.7502
CM15QT	0.505449	51.7504
CM15QU	0.504909	51.7498
CM15QW	0.484213	51.7507
CM15QX	0.502532	51.7503
CM15QY	0.501042	51.7498
CM15QZ	0.501125	51.7508
CM15RA	0.485403	51.7378
CM15RB	0.486224	51.7383
CM15RD	0.483034	51.7395
CM15RE	0.487422	51.7395
CM15RF	0.486046	51.739
CM15RG	0.484653	51.7382
CM15RH	0.485464	51.7389
CM15RJ	0.482736	51.7381
CM15RL	0.484738	51.7397
CM15RN	0.484702	51.7398
CM15RP	0.484756	51.7427
CM15RQ	0.485328	51.7381
CM15RR	0.484442	51.7417
CM15RS	0.482734	51.7409
CM15RT	0.481323	51.7406
CM15RU	0.48096	51.7411
CM15RW	0.484021	51.7412
CM15RX	0.481969	51.7413
CM15RY	0.481559	51.7427
CM15RZ	0.481042	51.7418
CM15SA	0.47983	51.7419
CM15SB	0.483412	51.7422
CM15SD	0.483839	51.7431
CM15SE	0.482736	51.7449
CM15SF	0.48478	51.7442
CM15SG	0.485305	51.7437
CM15SH	0.488469	51.7425
CM15SJ	0.487769	51.7429
CM15SL	0.486513	51.7425
CM15SN	0.484263	51.7445
CM15SP	0.481407	51.7376
CM15SQ	0.487746	51.7449
CM15SR	0.482094	51.7369
CM15SS	0.494651	51.7579
CM15ST	0.494448	51.7569
CM15SU	0.493059	51.758
CM15SW	0.483021	51.7375
CM15SX	0.494459	51.7589
CM15SY	0.493734	51.7589
CM15SZ	0.491865	51.7589
CM15TA	0.495188	51.7506
CM15TB	0.492761	51.7549
CM15TD	0.497791	51.7636
CM15TE	0.490855	51.7595
CM15TF	0.506379	51.752
CM15TG	0.487146	51.763
CM15TH	0.487812	51.7569
CM15TJ	0.485747	51.7518
CM15TL	0.479484	51.7517
CM15TN	0.487268	51.7541
CM15TP	0.489529	51.7541
CM15TQ	0.48633	51.7668
CM15TR	0.488778	51.7536
CM15TS	0.488891	51.7533
CM15TT	0.488313	51.7528
CM15TU	0.487148	51.7519
CM15TW	0.487488	51.7536
CM15TX	0.491165	51.7536
CM15TY	0.491489	51.7542
CM15TZ	0.491979	51.7539
CM15UA	0.493148	51.753
CM15UB	0.492684	51.7525
CM15UD	0.493695	51.7524
CM15UE	0.494208	51.7525
CM15UF	0.483779	51.7381
CM15UG	0.496138	51.7589
CM15UH	0.487495	51.7556
CM15UJ	0.487219	51.7553
CM15UL	0.488458	51.7565
CM15UN	0.48884	51.7556
CM15UP	0.490638	51.7553
CM15UQ	0.497058	51.7582
CM15UR	0.489756	51.7559
CM15UT	0.491665	51.755
CM15UU	0.497283	51.757
CM15UW	0.489662	51.7552
CM15UX	0.49642	51.7572
CM15UY	0.495289	51.7571
CM15UZ	0.495049	51.7567
CM15WA	0.467129	51.7762
CM15WB	0.467129	51.7762
CM15WE	0.462861	51.7753
CM15WG	0.490387	51.7576
CM15WJ	0.490387	51.7576
CM15WL	0.490387	51.7576
CM15WP	0.490387	51.7576
CM15WR	0.490387	51.7576
CM15WS	0.468624	51.7739
CM15WT	0.475577	51.7568
CM15WU	0.473779	51.7653
CM15WW	0.47743	51.7555
CM15WX	0.473779	51.7653
CM15WY	0.477415	51.7555
CM15WZ	0.496128	51.7524
CM15XA	0.496162	51.7554
CM15XB	0.497553	51.7554
CM15XD	0.497507	51.7561
CM15XE	0.497581	51.7546
CM15XF	0.496217	51.7548
CM15XG	0.495198	51.7547
CM15XH	0.49455	51.7558
CM15XJ	0.493714	51.7554
CM15XL	0.493274	51.755
CM15XN	0.49438	51.7541
CM15XP	0.493691	51.7542
CM15XQ	0.494628	51.7551
CM15XR	0.501752	51.7482
CM15XS	0.500282	51.7484
CM15XT	0.500194	51.7489
CM15XU	0.500785	51.7494
CM15XW	0.494256	51.7539
CM15XX	0.502883	51.7485
CM15XY	0.5014	51.7487
CM15XZ	0.503163	51.7491
CM15YA	0.475866	51.7576
CM15YB	0.473098	51.7687
CM15YD	0.505466	51.7499
CM15YE	0.505469	51.751
CM15YF	0.505583	51.7518
CM15YG	0.501899	51.7477
CM15YH	0.502464	51.748
CM15YJ	0.498563	51.7498
CM15YL	0.499373	51.7492
CM15YN	0.500056	51.7501
CM15YP	0.502485	51.7507
CM15YQ	0.501936	51.7484
CM15YR	0.504385	51.7516
CM15YS	0.501696	51.7501
CM15YT	0.499461	51.7582
CM15YU	0.498775	51.7573
CM15YW	0.499307	51.7496
CM15YX	0.498257	51.7584
CM15YY	0.497993	51.7576
CM15YZ	0.497993	51.7576
CM15ZA	0.489766	51.7453
CM15ZB	0.494603	51.7486
CM15ZD	0.499143	51.7522
CM15ZE	0.499641	51.7522
CM15ZF	0.500373	51.7526
CM15ZG	0.499169	51.7542
CM15ZH	0.496127	51.7524
CM15ZJ	0.499093	51.7513
CM15ZL	0.496128	51.7524
CM15ZN	0.499093	51.7513
CM15ZP	0.500666	51.7579
CM15ZQ	0.499093	51.7513
CM15ZS	0.468667	51.7627
CM15ZT	0.468215	51.7629
CM15ZU	0.499093	51.7513
CM15ZW	0.499093	51.7513
CM164AA	0.113033	51.7
CM164AB	0.105574	51.6952
CM164AD	0.108215	51.696
CM164AE	0.108269	51.6965
CM164AF	0.110095	51.6975
CM164AG	0.110748	51.6982
CM164AH	0.109744	51.6977
CM164AJ	0.113033	51.7
CM164AL	0.106769	51.696
CM164AN	0.113033	51.7
CM164AP	0.114107	51.7007
CM164AQ	0.111935	51.6991
CM164AR	0.112717	51.6997
CM164AS	0.110955	51.6983
CM164AT	0.110483	51.6953
CM164AU	0.113313	51.7001
CM164AW	0.113033	51.7
CM164AX	0.110567	51.6952
CM164AY	0.104111	51.6952
CM164AZ	0.113033	51.7
CM164BA	0.107314	51.6965
CM164BB	0.110567	51.6952
CM164BD	0.109026	51.6979
CM164BE	0.109744	51.6977
CM164BG	0.113033	51.7
CM164BH	0.110974	51.699
CM164BJ	0.111232	51.6986
CM164BL	0.111039	51.6991
CM164BN	0.111636	51.7001
CM164BP	0.11212	51.7
CM164BQ	0.110974	51.699
CM164BS	0.112536	51.7002
CM164BT	0.113061	51.7006
CM164BU	0.110483	51.6953
CM164BW	0.111274	51.6995
CM164BX	0.11315	51.7006
CM164BY	0.113296	51.7007
CM164BZ	0.114393	51.7012
CM164DA	0.113506	51.7008
CM164DB	0.101296	51.6944
CM164DD	0.101906	51.6944
CM164DE	0.09868	51.6932
CM164DF	0.098063	51.693
CM164DG	0.096035	51.6923
CM164DH	0.092442	51.6906
CM164DJ	0.088095	51.6889
CM164DL	0.093973	51.6903
CM164DN	0.113033	51.7
CM164DP	0.112884	51.7005
CM164DQ	0.095287	51.6918
CM164DR	0.110483	51.6953
CM164DS	0.113033	51.7
CM164DT	0.110483	51.6953
CM164DU	0.096393	51.69
CM164DW	0.110567	51.6952
CM164DX	0.110553	51.6952
CM164DY	0.10147	51.6925
CM164DZ	0.098184	51.6909
CM164EA	0.096755	51.6904
CM164EB	0.097761	51.689
CM164ED	0.094593	51.6874
CM164EE	0.096473	51.688
CM164EF	0.095416	51.6858
CM164EG	0.113033	51.7
CM164EH	0.094541	51.6828
CM164EJ	0.097506	51.6853
CM164EL	0.102415	51.6892
CM164EN	0.113033	51.7
CM164EP	0.10619	51.6888
CM164EQ	0.113033	51.7
CM164ER	0.10889	51.6884
CM164ES	0.113033	51.7
CM164ET	0.110567	51.6952
CM164EU	0.113033	51.7
CM164EX	0.113033	51.7
CM164EY	0.110483	51.6953
CM164EZ	0.113033	51.7
