pcd	WGS84long	WGS84lat
CM111WE	0.416722	51.6228
CM111WF	0.416722	51.6228
CM111WG	0.438721	51.6416
CM111WH	0.416722	51.6228
CM111WJ	0.438721	51.6416
CM111WL	0.438721	51.6416
CM111WN	0.416722	51.6228
CM111WP	0.416722	51.6228
CM111WQ	0.416722	51.6228
CM111WR	0.416722	51.6228
CM111WS	0.416722	51.6228
CM111WT	0.492421	51.6469
CM111WU	0.416722	51.6228
CM111WW	0.416722	51.6228
CM111WX	0.416722	51.6228
CM111WY	0.416722	51.6228
CM111WZ	0.416722	51.6228
CM111XQ	0.492421	51.6469
CM111XT	0.416722	51.6228
CM111YB	0.438721	51.6416
CM111YE	0.416722	51.6228
CM111YZ	0.492421	51.6469
CM111ZY	0.416722	51.6228
CM112AA	0.419882	51.6276
CM112AB	0.420008	51.627
CM112AD	0.420802	51.6272
CM112AE	0.424044	51.6271
CM112AF	0.435406	51.6166
CM112AG	0.420206	51.6266
CM112AH	0.421792	51.6268
CM112AJ	0.423089	51.6265
CM112AL	0.422074	51.6262
CM112AN	0.421502	51.6263
CM112AP	0.419879	51.6257
CM112AQ	0.416722	51.6228
CM112AR	0.418469	51.6252
CM112AS	0.42101	51.6252
CM112AT	0.421715	51.6257
CM112AU	0.422437	51.6251
CM112AW	0.42086	51.6262
CM112AX	0.423313	51.6258
CM112AY	0.422799	51.6251
CM112AZ	0.42368	51.6257
CM112BA	0.423346	51.6251
CM112BB	0.424907	51.6251
CM112BD	0.425277	51.6258
CM112BE	0.424854	51.6263
CM112BG	0.426328	51.6263
CM112BH	0.426518	51.6255
CM112BJ	0.426142	51.6258
CM112BL	0.426463	51.6248
CM112BN	0.426754	51.6245
CM112BP	0.425484	51.624
CM112BQ	0.425269	51.6243
CM112BS	0.425054	51.6246
CM112BT	0.424827	51.6239
CM112BU	0.423424	51.6236
CM112BW	0.416722	51.6228
CM112BX	0.422958	51.6246
CM112BY	0.422423	51.624
CM112BZ	0.424041	51.6235
CM112DA	0.420423	51.6239
CM112DB	0.420941	51.6234
CM112DD	0.416722	51.6228
CM112DE	0.425782	51.6269
CM112DF	0.428599	51.6261
CM112DG	0.426947	51.6268
CM112DH	0.428066	51.6264
CM112DJ	0.42748	51.6249
CM112DL	0.428169	51.6251
CM112DN	0.428139	51.6264
CM112DP	0.428033	51.6268
CM112DQ	0.427455	51.6268
CM112DR	0.427366	51.6276
CM112DS	0.428524	51.6271
CM112DT	0.428939	51.6265
CM112DU	0.428962	51.6272
CM112DW	0.427177	51.626
CM112DX	0.430118	51.6274
CM112DY	0.435406	51.6166
CM112DZ	0.43056	51.6265
CM112EA	0.430649	51.6274
CM112EB	0.431376	51.6277
CM112ED	0.431949	51.6268
CM112EE	0.433096	51.6277
CM112EF	0.433815	51.6271
CM112EG	0.434439	51.6277
CM112EH	0.428351	51.6258
CM112EJ	0.428573	51.625
CM112EP	0.429062	51.6247
CM112EQ	0.435406	51.6166
CM112ER	0.426669	51.624
CM112ES	0.428573	51.625
CM112ET	0.428573	51.625
CM112EU	0.428975	51.6253
CM112EW	0.416722	51.6228
CM112EX	0.430628	51.6248
CM112EZ	0.429775	51.6262
CM112HA	0.431577	51.6258
CM112HB	0.433764	51.6264
CM112HD	0.405527	51.6264
CM112HE	0.435406	51.6166
CM112HG	0.434739	51.6255
CM112HH	0.433024	51.625
CM112HJ	0.433288	51.6257
CM112HL	0.432773	51.6244
CM112HN	0.43371	51.6228
CM112HP	0.432854	51.624
CM112HQ	0.435361	51.6244
CM112HR	0.432942	51.624
CM112HS	0.431823	51.6237
CM112HT	0.430965	51.6225
CM112HU	0.431802	51.6225
CM112HW	0.431192	51.6229
CM112HX	0.416722	51.6228
CM112HY	0.428285	51.6196
CM112HZ	0.430851	51.6241
CM112JA	0.435406	51.6166
CM112JB	0.431629	51.6141
CM112JD	0.435406	51.6166
CM112JE	0.475115	51.6017
CM112JF	0.436081	51.6241
CM112JG	0.436906	51.6247
CM112JH	0.438763	51.6248
CM112JJ	0.438307	51.6255
CM112JL	0.43688	51.6256
CM112JN	0.437951	51.6258
CM112JP	0.43853	51.6243
CM112JQ	0.436307	51.6251
CM112JR	0.437496	51.6238
CM112JS	0.436671	51.6233
CM112JT	0.438919	51.6232
CM112JU	0.439552	51.6223
CM112JW	0.437714	51.6263
CM112JX	0.438704	51.6216
CM112JY	0.438483	51.6212
CM112JZ	0.438506	51.6219
CM112LA	0.438792	51.6227
CM112LB	0.437723	51.6227
CM112LD	0.436086	51.6261
CM112LE	0.439895	51.6233
CM112LF	0.416722	51.6228
CM112LG	0.439865	51.6217
CM112LH	0.441173	51.6229
CM112LJ	0.441583	51.6233
CM112LL	0.442138	51.6231
CM112LN	0.441652	51.624
CM112LP	0.44096	51.624
CM112LQ	0.416722	51.6228
CM112LR	0.440244	51.6244
CM112LS	0.436555	51.6268
CM112LT	0.440931	51.6257
CM112LU	0.440198	51.6255
CM112LW	0.440022	51.623
CM112LX	0.43916	51.6263
CM112LY	0.439187	51.6271
CM112LZ	0.440642	51.627
CM112NA	0.442139	51.6269
CM112NB	0.443227	51.6264
CM112ND	0.442617	51.6261
CM112NE	0.440215	51.6266
CM112NF	0.438373	51.6273
CM112NG	0.436933	51.6274
CM112NH	0.431043	51.6142
CM112NJ	0.431504	51.6145
CM112NL	0.43137	51.6149
CM112NN	0.429818	51.6156
CM112NP	0.429058	51.6149
CM112NQ	0.435775	51.6276
CM112NR	0.430231	51.615
CM112NS	0.43056	51.6144
CM112NT	0.430791	51.6146
CM112NU	0.432634	51.6148
CM112NW	0.429287	51.6151
CM112NX	0.430829	51.6167
CM112NY	0.432493	51.6154
CM112NZ	0.428295	51.6163
CM112PA	0.429329	51.6159
CM112PB	0.435025	51.616
CM112PD	0.434005	51.6153
CM112PE	0.435333	51.6153
CM112PF	0.433808	51.6143
CM112PG	0.431369	51.6176
CM112PH	0.429881	51.6176
CM112PJ	0.431489	51.6158
CM112PL	0.432442	51.6139
CM112PN	0.432709	51.614
CM112PP	0.434883	51.6131
CM112PQ	0.430108	51.617
CM112PR	0.434499	51.6127
CM112PS	0.438415	51.6097
CM112PT	0.439608	51.608
CM112PU	0.435406	51.6166
CM112PW	0.435115	51.6123
CM112PX	0.438948	51.6097
CM112PY	0.441645	51.6072
CM112PZ	0.441645	51.6072
CM112QA	0.437259	51.6105
CM112QB	0.43752	51.6095
CM112QD	0.436732	51.6096
CM112QE	0.435619	51.6088
CM112QF	0.435193	51.61
CM112QG	0.436477	51.6099
CM112QH	0.436984	51.6102
CM112QJ	0.435631	51.6111
CM112QL	0.435895	51.6115
CM112QN	0.434585	51.6118
CM112QP	0.433372	51.6113
CM112QQ	0.434971	51.6096
CM112QR	0.433269	51.6118
CM112QS	0.435313	51.6119
CM112QT	0.438026	51.6095
CM112QU	0.434772	51.6115
CM112QW	0.434216	51.6111
CM112QX	0.432326	51.6142
CM112QY	0.435406	51.6166
CM112QZ	0.428141	51.6169
CM112RA	0.429391	51.6138
CM112RB	0.430184	51.6136
CM112RD	0.429392	51.6133
CM112RE	0.43055	51.6134
CM112RF	0.430626	51.6132
CM112RG	0.431247	51.6126
CM112RH	0.432702	51.6126
CM112RJ	0.433249	51.6128
CM112RL	0.432613	51.6106
CM112RN	0.43382	51.6108
CM112RP	0.431997	51.6096
CM112RQ	0.431993	51.6117
CM112RR	0.433478	51.6095
CM112RS	0.434245	51.6095
CM112RT	0.431387	51.6085
CM112RU	0.430261	51.609
CM112RW	0.435406	51.6166
CM112RX	0.429446	51.6086
CM112RY	0.42889	51.608
CM112RZ	0.430902	51.6078
CM112SA	0.433713	51.6082
CM112SB	0.432026	51.608
CM112SD	0.435009	51.6076
CM112SE	0.434433	51.6085
CM112SF	0.437287	51.6086
CM112SG	0.438849	51.6087
CM112SH	0.428429	51.6072
CM112SJ	0.434015	51.6104
CM112SL	0.42776	51.612
CM112SN	0.426613	51.6121
CM112SP	0.426362	51.6107
CM112SQ	0.416722	51.6228
CM112SR	0.416722	51.6228
CM112SS	0.427805	51.6107
CM112ST	0.428041	51.6083
CM112SU	0.427748	51.6069
CM112SW	0.427239	51.6101
CM112SX	0.429633	51.6065
CM112SY	0.432097	51.6069
CM112SZ	0.427018	51.6111
CM112TA	0.428888	51.6096
CM112TB	0.431254	51.6103
CM112TD	0.43009	51.6118
CM112TE	0.430879	51.6125
CM112TF	0.429822	51.6103
CM112TG	0.429194	51.6131
CM112TH	0.430395	51.6105
CM112TJ	0.428962	51.6134
CM112TL	0.416722	51.6228
CM112TN	0.427625	51.6103
CM112TP	0.422563	51.6023
CM112TQ	0.428948	51.6126
CM112TR	0.425991	51.6045
CM112TS	0.42737	51.6057
CM112TT	0.416722	51.6228
CM112TU	0.479403	51.6033
CM112TW	0.428662	51.6113
CM112TX	0.445206	51.624
CM112TY	0.428323	51.6109
CM112TZ	0.441541	51.619
CM112UA	0.445392	51.6178
CM112UB	0.443275	51.6128
CM112UD	0.445449	51.6011
CM112UE	0.435406	51.6166
CM112UF	0.446082	51.5981
CM112UG	0.435406	51.6166
CM112UH	0.46104	51.5949
CM112UJ	0.460767	51.5917
CM112UL	0.462151	51.5997
CM112UN	0.467267	51.6096
CM112UP	0.47626	51.6042
CM112UQ	0.451407	51.6066
CM112UR	0.476168	51.6049
CM112US	0.416722	51.6228
CM112UT	0.477826	51.604
CM112UU	0.477961	51.6033
CM112UW	0.416722	51.6228
CM112UX	0.478205	51.6049
CM112UY	0.479456	51.6061
CM112UZ	0.480538	51.6071
CM112WA	0.482484	51.6068
CM112WB	0.416722	51.6228
CM112WD	0.416722	51.6228
CM112WE	0.416722	51.6228
CM112WF	0.416722	51.6228
CM112WG	0.416722	51.6228
CM112WH	0.416722	51.6228
CM112WJ	0.416722	51.6228
CM112WL	0.416722	51.6228
CM112WN	0.416722	51.6228
CM112WP	0.416722	51.6228
CM112WQ	0.416722	51.6228
CM112WR	0.416722	51.6228
CM112WS	0.416722	51.6228
CM112WT	0.416722	51.6228
CM112WU	0.416722	51.6228
CM112WW	0.416722	51.6228
CM112WX	0.416722	51.6228
CM112WY	0.416722	51.6228
CM112WZ	0.416722	51.6228
CM112XA	0.480847	51.6049
CM112XB	0.484678	51.6055
CM112XD	0.480862	51.6033
CM112XE	0.482226	51.5963
CM112XF	0.498885	51.5996
CM112XG	0.479348	51.5954
CM112XH	0.471038	51.603
CM112XJ	0.468587	51.602
CM112XL	0.467132	51.6012
CM112XN	0.467011	51.6006
CM112XP	0.469721	51.6018
CM112XQ	0.435406	51.6166
CM112XR	0.471829	51.6026
CM112XS	0.472861	51.6022
CM112XT	0.473994	51.6016
CM112XU	0.474635	51.6027
CM112XW	0.466274	51.6009
CM112XX	0.466274	51.6009
CM112XY	0.475826	51.6034
CM112XZ	0.475262	51.6039
CM112YA	0.473116	51.6034
CM112YB	0.473433	51.6029
CM112YD	0.468363	51.6005
CM112YE	0.469231	51.5984
CM112YF	0.468395	51.5976
CM112YG	0.467183	51.5963
CM112YH	0.472825	51.5946
CM112YJ	0.473655	51.5953
CM112YL	0.474608	51.598
CM112YN	0.480063	51.5992
CM112YP	0.476378	51.6002
CM112YQ	0.468669	51.5966
CM112YR	0.472263	51.6016
CM112YS	0.429122	51.6226
CM112YT	0.429298	51.6237
CM112YU	0.430011	51.6238
CM112YW	0.478543	51.6008
CM112YX	0.42748	51.6227
CM112YY	0.427726	51.6232
CM112YZ	0.428395	51.6233
CM112ZA	0.416722	51.6228
CM112ZB	0.416722	51.6228
CM112ZD	0.467763	51.602
CM112ZE	0.416722	51.6228
CM112ZU	0.416722	51.6228
CM112ZW	0.416722	51.6228
CM11AA	0.476023	51.7372
CM11AE	0.469782	51.7393
CM11AF	0.476023	51.7372
CM11AG	0.473508	51.7338
CM11AH	0.472128	51.7361
CM11AJ	0.467799	51.7362
CM11AL	0.47515	51.7315
CM11AN	0.478995	51.7385
CM11AP	0.469782	51.7393
CM11AQ	0.472128	51.7361
CM11AR	0.473508	51.7338
CM11AS	0.469461	51.7363
CM11AT	0.473857	51.7354
CM11AU	0.469782	51.7393
CM11AW	0.469782	51.7393
CM11AY	0.473857	51.7354
CM11AZ	0.476023	51.7372
CM11BA	0.473656	51.7347
CM11BB	0.500548	51.7427
CM11BD	0.474125	51.7348
CM11BE	0.474381	51.7336
CM11BG	0.476023	51.7372
CM11BH	0.469782	51.7393
CM11BJ	0.476023	51.7372
CM11BL	0.500548	51.7427
CM11BN	0.475001	51.7349
CM11BP	0.473912	51.734
CM11BQ	0.476023	51.7372
CM11BS	0.473924	51.7337
CM11BT	0.469782	51.7393
CM11BU	0.476023	51.7372
CM11BW	0.500548	51.7427
CM11BX	0.473459	51.7329
CM11BY	0.474392	51.75
CM11BZ	0.476023	51.7372
CM11DA	0.474876	51.7331
CM11DB	0.476056	51.7407
CM11DD	0.472706	51.7337
CM11DE	0.47515	51.7315
CM11DF	0.500548	51.7427
CM11DG	0.474857	51.732
CM11DH	0.474286	51.7321
CM11DJ	0.469782	51.7393
CM11DL	0.473361	51.7311
CM11DN	0.474426	51.732
CM11DP	0.475248	51.7323
CM11DQ	0.47515	51.7315
CM11DR	0.47341	51.732
CM11DS	0.476023	51.7372
CM11DT	0.470069	51.7347
CM11DU	0.473783	51.7333
CM11DW	0.471372	51.7347
CM11DX	0.473271	51.7337
CM11DY	0.473232	51.7338
CM11DZ	0.473459	51.7329
CM11EA	0.47443	51.7366
CM11EB	0.500548	51.7427
CM11ED	0.473192	51.7339
CM11EE	0.473012	51.734
CM11EF	0.47293	51.7341
CM11EG	0.473819	51.7342
CM11EH	0.472429	51.7347
CM11EJ	0.473794	51.7329
CM11EL	0.500548	51.7427
CM11EN	0.47515	51.7315
CM11EP	0.476023	51.7372
CM11EQ	0.472829	51.7344
CM11ER	0.473009	51.7339
CM11ES	0.472706	51.7342
CM11ET	0.476023	51.7372
CM11EU	0.47341	51.732
CM11EW	0.472429	51.7347
CM11EX	0.472931	51.7341
CM11EY	0.474322	51.7317
CM11EZ	0.472209	51.7365
CM11FA	0.469266	51.7357
CM11FB	0.469983	51.7361
CM11FE	0.476023	51.7372
CM11FG	0.476985	51.7357
CM11FH	0.469782	51.7393
CM11FL	0.476023	51.7372
CM11FN	0.464016	51.7457
CM11FP	0.464016	51.7457
CM11FQ	0.476023	51.7372
CM11FR	0.469782	51.7393
CM11FS	0.469782	51.7393
CM11FT	0.469782	51.7393
CM11FU	0.47515	51.7315
CM11FW	0.465674	51.7368
CM11FX	0.469782	51.7393
CM11FY	0.476023	51.7372
CM11FZ	0.473819	51.7342
CM11GA	0.470069	51.7347
CM11GB	0.476023	51.7372
CM11GD	0.476085	51.7346
CM11GE	0.469787	51.7346
CM11GF	0.469787	51.7346
CM11GG	0.470069	51.7347
CM11GH	0.475457	51.7348
CM11GJ	0.474207	51.7392
CM11GL	0.474704	51.7371
CM11GN	0.466518	51.736
CM11GP	0.474704	51.7371
CM11GQ	0.476023	51.7372
CM11GR	0.466518	51.736
CM11GS	0.466518	51.736
CM11GU	0.47834	51.7406
CM11GZ	0.466518	51.736
CM11HA	0.476023	51.7372
CM11HB	0.474808	51.7311
CM11HD	0.47237	51.7347
CM11HF	0.471636	51.7369
CM11HG	0.473361	51.7311
CM11HH	0.466988	51.737
CM11HJ	0.472041	51.7345
CM11HL	0.471199	51.7353
CM11HN	0.473922	51.734
CM11HP	0.471101	51.7353
CM11HQ	0.470166	51.7357
CM11HR	0.466226	51.7331
CM11HS	0.470603	51.7355
CM11HT	0.468726	51.7364
CM11HU	0.467868	51.7366
CM11HW	0.470664	51.7348
CM11HX	0.467109	51.737
CM11HY	0.467662	51.7366
CM11HZ	0.46736	51.7369
CM11JA	0.466455	51.737
CM11JB	0.464974	51.7367
CM11JD	0.465912	51.7363
CM11JE	0.465674	51.7368
CM11JF	0.469782	51.7393
CM11JG	0.465489	51.7363
CM11JH	0.466864	51.736
CM11JJ	0.467363	51.7343
CM11JL	0.467819	51.7357
CM11JN	0.469266	51.7357
CM11JP	0.470423	51.7351
CM11JQ	0.470881	51.734
CM11JR	0.469983	51.7361
CM11JS	0.472591	51.7358
CM11JT	0.476023	51.7372
CM11JU	0.470129	51.7353
CM11JW	0.471711	51.7367
CM11JX	0.470615	51.7339
CM11JY	0.470415	51.7353
CM11JZ	0.500548	51.7427
CM11LA	0.473802	51.7392
CM11LB	0.500548	51.7427
CM11LD	0.476023	51.7372
CM11LE	0.470288	51.734
CM11LF	0.472209	51.7365
CM11LG	0.473481	51.7423
CM11LH	0.500548	51.7427
CM11LJ	0.469217	51.7348
CM11LL	0.468636	51.7348
CM11LN	0.469236	51.7354
CM11LP	0.468636	51.7348
CM11LQ	0.46413	51.7326
CM11LR	0.473447	51.7391
CM11LS	0.466421	51.7367
CM11LT	0.500548	51.7427
CM11LU	0.469787	51.7346
CM11LW	0.46918	51.7357
CM11LX	0.500548	51.7427
CM11LY	0.476023	51.7372
CM11LZ	0.469217	51.7348
CM11NA	0.476023	51.7372
CM11NB	0.476023	51.7372
CM11ND	0.471884	51.7346
CM11NE	0.473619	51.735
CM11NF	0.473799	51.7365
CM11NG	0.468923	51.7339
CM11NH	0.471746	51.7355
CM11NJ	0.46768	51.7369
CM11NL	0.471193	51.736
CM11NN	0.469818	51.7386
CM11NP	0.471663	51.7364
CM11NQ	0.472591	51.7358
CM11NR	0.467992	51.7368
CM11NS	0.47268	51.7356
CM11NT	0.472591	51.7358
CM11NU	0.472209	51.7365
CM11NW	0.472591	51.7358
CM11NX	0.471343	51.7358
CM11NY	0.472624	51.737
CM11NZ	0.4722	51.7372
CM11PA	0.476119	51.7368
CM11PB	0.475102	51.7365
CM11PD	0.474256	51.743
CM11PE	0.477899	51.7381
CM11PF	0.477334	51.7383
CM11PG	0.477899	51.7381
CM11PH	0.473778	51.7401
CM11PJ	0.472877	51.7374
CM11PL	0.471506	51.7383
CM11PN	0.47645	51.7405
CM11PP	0.47358	51.7394
CM11PQ	0.476023	51.7372
CM11PR	0.473654	51.7397
CM11PS	0.473778	51.7401
CM11PT	0.473778	51.7401
CM11PU	0.469782	51.7393
CM11PW	0.47416	51.7439
CM11PX	0.472674	51.7398
CM11PY	0.470689	51.74
CM11PZ	0.469273	51.7401
CM11QA	0.469768	51.7396
CM11QB	0.472669	51.7394
CM11QD	0.470943	51.7394
CM11QE	0.468821	51.7392
CM11QF	0.468292	51.7396
CM11QG	0.467817	51.7386
CM11QH	0.469787	51.7346
CM11QJ	0.468169	51.7376
CM11QL	0.468995	51.7379
CM11QN	0.469315	51.7366
CM11QP	0.467772	51.7378
CM11QQ	0.467033	51.7383
CM11QR	0.46706	51.7375
CM11QS	0.467019	51.7373
CM11QT	0.472071	51.7367
CM11QU	0.469315	51.7366
CM11QW	0.469818	51.7386
CM11QX	0.46768	51.7369
CM11QY	0.469782	51.7393
CM11QZ	0.469768	51.7396
CM11RA	0.472748	51.7347
CM11RB	0.476023	51.7372
CM11RD	0.471805	51.7368
CM11RE	0.471316	51.7403
CM11RF	0.471164	51.7407
CM11RG	0.470107	51.7416
CM11RH	0.468221	51.7415
CM11RJ	0.46739	51.7417
CM11RL	0.467907	51.7418
CM11RN	0.467236	51.745
CM11RP	0.473189	51.7425
CM11RQ	0.468897	51.7401
CM11RR	0.466911	51.7456
CM11RS	0.469818	51.7386
CM11RT	0.466653	51.7462
CM11RU	0.470607	51.7462
CM11RW	0.467859	51.7434
CM11RX	0.47076	51.7466
CM11RY	0.466241	51.7413
CM11RZ	0.470671	51.7455
CM11SA	0.471996	51.7414
CM11SB	0.500548	51.7427
CM11SD	0.467247	51.7396
CM11SE	0.46561	51.7446
CM11SF	0.465158	51.7417
CM11SG	0.473563	51.7404
CM11SH	0.473085	51.7412
CM11SJ	0.465915	51.7385
CM11SL	0.477458	51.7374
CM11SN	0.465969	51.7374
CM11SP	0.469782	51.7393
CM11SQ	0.474318	51.7412
CM11SR	0.471242	51.7422
CM11SS	0.466979	51.7397
CM11ST	0.470765	51.7395
CM11SU	0.474551	51.7394
CM11SW	0.466578	51.7385
CM11SX	0.465998	51.7371
CM11SY	0.465594	51.7377
CM11SZ	0.476023	51.7372
CM11TA	0.474727	51.7405
CM11TB	0.470166	51.7357
CM11TD	0.464456	51.7362
CM11TE	0.462959	51.7361
CM11TF	0.46198	51.736
CM11TG	0.462427	51.7351
CM11TH	0.460767	51.735
CM11TJ	0.462881	51.7339
CM11TL	0.462799	51.7348
CM11TN	0.461774	51.7343
CM11TP	0.460882	51.7336
CM11TQ	0.4615	51.7341
CM11TR	0.473037	51.7408
CM11TS	0.466483	51.7354
CM11TT	0.500548	51.7427
CM11TU	0.466578	51.7385
CM11TW	0.460867	51.7347
CM11TX	0.476023	51.7372
CM11TY	0.473857	51.7354
CM11TZ	0.464634	51.7366
CM11UA	0.476023	51.7372
CM11UB	0.476023	51.7372
CM11UD	0.476023	51.7372
CM11UE	0.474727	51.7405
CM11UF	0.465023	51.7376
CM11UG	0.474997	51.7385
CM11UH	0.475885	51.7405
CM11UJ	0.475955	51.7388
CM11UL	0.500548	51.7427
CM11UN	0.476023	51.7372
CM11UP	0.471199	51.7353
CM11UQ	0.474997	51.7385
CM11UR	0.473612	51.7362
CM11US	0.476023	51.7372
CM11UT	0.500548	51.7427
CM11UU	0.469168	51.7339
CM11UW	0.466421	51.7367
CM11UX	0.500548	51.7427
CM11UY	0.470664	51.7348
CM11UZ	0.500548	51.7427
CM11WA	0.476023	51.7372
CM11WB	0.463801	51.7351
CM11WD	0.476023	51.7372
CM11WE	0.463801	51.7351
CM11WF	0.463801	51.7351
CM11WG	0.476023	51.7372
CM11WJ	0.476023	51.7372
CM11WR	0.476023	51.7372
CM11WX	0.463801	51.7351
CM11WY	0.476023	51.7372
CM11WZ	0.463801	51.7351
CM11XA	0.470941	51.734
CM11XB	0.472337	51.7338
CM11XD	0.471729	51.7339
CM11XE	0.470624	51.7338
CM11XF	0.470827	51.733
CM11XG	0.472815	51.7331
CM11XH	0.470881	51.734
CM11XJ	0.476023	51.7372
CM11XL	0.471429	51.7331
CM11XN	0.472307	51.7336
CM11XP	0.500548	51.7427
CM11XQ	0.472324	51.7341
CM11XR	0.471243	51.7337
CM11XS	0.47167	51.7341
CM11XT	0.469782	51.7393
CM11XU	0.472472	51.7334
CM11XW	0.469782	51.7393
CM11XX	0.470941	51.734
CM11XY	0.47173	51.7336
CM11YA	0.472545	51.7347
CM11YB	0.469782	51.7393
CM11YD	0.473459	51.7329
CM11YE	0.474808	51.7311
CM11YF	0.476023	51.7372
CM11YG	0.47465	51.7346
CM11YH	0.473361	51.7311
CM11YJ	0.474821	51.7332
CM11YL	0.474821	51.7332
CM11YN	0.469782	51.7393
CM11YP	0.500548	51.7427
CM11YQ	0.474896	51.7359
CM11YR	0.469168	51.7339
CM11YS	0.500548	51.7427
CM11ZB	0.476023	51.7372
CM11ZG	0.500548	51.7427
CM11ZQ	0.476023	51.7372
CM120AA	0.419266	51.6291
CM120AB	0.419035	51.6296
CM120AD	0.42007	51.6292
CM120AE	0.419558	51.6302
CM120AF	0.41041	51.6308
CM120AG	0.417291	51.6311
CM120AH	0.421092	51.6303
CM120AJ	0.419254	51.6318
CM120AL	0.416722	51.6228
CM120AN	0.417864	51.6326
CM120AP	0.421237	51.6322
CM120AQ	0.420041	51.6344
CM120AR	0.422381	51.6322
CM120AS	0.416722	51.6228
CM120AT	0.425264	51.6348
CM120AU	0.423427	51.6345
CM120AW	0.416722	51.6228
CM120AX	0.424218	51.6339
CM120AY	0.416722	51.6228
CM120AZ	0.423942	51.6357
CM120BA	0.421307	51.6359
CM120BB	0.423849	51.6364
CM120BD	0.425923	51.6349
CM120BE	0.424845	51.6332
CM120BG	0.422576	51.6315
CM120BH	0.422154	51.6309
CM120BJ	0.422543	51.6312
CM120BL	0.424995	51.6444
CM120BN	0.409916	51.6321
CM120BP	0.418193	51.6293
CM120BQ	0.420247	51.6288
CM120BS	0.415649	51.6374
CM120BT	0.411807	51.6312
CM120BU	0.411491	51.6299
CM120BW	0.415624	51.6326
CM120BX	0.412844	51.6309
CM120BY	0.411491	51.6299
CM120BZ	0.410826	51.6318
CM120DA	0.413639	51.6306
CM120DB	0.416722	51.6228
CM120DD	0.416722	51.6228
CM120DE	0.418951	51.6291
CM120DF	0.416722	51.6228
CM120DG	0.412749	51.6315
CM120DH	0.416722	51.6228
CM120DJ	0.416722	51.6228
CM120DL	0.416722	51.6228
CM120DN	0.413568	51.6323
CM120DP	0.410304	51.632
CM120DQ	0.416722	51.6228
CM120DR	0.414905	51.6308
CM120DS	0.410399	51.6352
CM120DT	0.415423	51.6318
CM120DU	0.41452	51.6311
CM120DW	0.414072	51.6311
CM120DX	0.414019	51.6304
CM120DY	0.415821	51.6298
CM120DZ	0.413095	51.6301
CM120EA	0.407381	51.6336
CM120EB	0.416722	51.6228
CM120ED	0.406003	51.6337
CM120EE	0.408592	51.6308
CM120EF	0.408652	51.6308
CM120EG	0.409889	51.631
CM120EH	0.407293	51.6322
CM120EJ	0.410984	51.6301
CM120EL	0.405094	51.633
CM120EN	0.40586	51.6327
CM120EP	0.403422	51.6336
CM120EQ	0.410351	51.6302
CM120ER	0.401294	51.6346
CM120ES	0.397731	51.6359
CM120ET	0.405569	51.634
CM120EU	0.398217	51.6366
CM120EW	0.416146	51.6378
CM120EX	0.398862	51.6367
CM120EZ	0.400032	51.6367
CM120FA	0.423769	51.6439
CM120FB	0.424278	51.6437
CM120FD	0.427718	51.6442
CM120FE	0.427799	51.6446
CM120FF	0.425912	51.6448
CM120FG	0.426665	51.645
CM120FH	0.428825	51.6452
CM120FJ	0.428907	51.6448
CM120FL	0.431236	51.6451
CM120FN	0.430528	51.6454
CM120FP	0.403205	51.6314
CM120FQ	0.427997	51.6454
CM120FR	0.401856	51.6319
CM120FS	0.398831	51.6364
CM120FT	0.416722	51.6228
CM120FW	0.431135	51.6454
CM120FX	0.415649	51.6374
CM120FY	0.416722	51.6228
CM120FZ	0.416722	51.6228
CM120GA	0.416722	51.6228
CM120GB	0.415649	51.6374
CM120GD	0.410815	51.6408
CM120GE	0.41164	51.6406
CM120GF	0.410013	51.6407
CM120GG	0.406007	51.6396
CM120GH	0.40646	51.6394
CM120GL	0.416722	51.6228
CM120GN	0.416722	51.6228
CM120GP	0.413711	51.6368
CM120GS	0.416722	51.6228
CM120GU	0.416722	51.6228
CM120GW	0.431135	51.6454
CM120GX	0.416722	51.6228
CM120GY	0.416722	51.6228
CM120GZ	0.41041	51.6308
CM120HA	0.401208	51.6363
CM120HB	0.400045	51.6356
CM120HD	0.40741	51.6309
CM120HE	0.406738	51.6315
CM120HF	0.408008	51.631
CM120HG	0.406874	51.6311
CM120HH	0.410703	51.6324
CM120HJ	0.411484	51.6333
CM120HL	0.412268	51.6331
CM120HN	0.413126	51.634
CM120HP	0.413208	51.635
CM120HQ	0.406085	51.6312
CM120HR	0.411979	51.6344
CM120HS	0.409743	51.6345
CM120HT	0.409145	51.6339
CM120HU	0.409179	51.6334
CM120HW	0.413173	51.6343
CM120HX	0.408195	51.6331
CM120HY	0.415649	51.6374
CM120HZ	0.408078	51.6342
CM120JA	0.408957	51.6344
CM120JB	0.409691	51.6349
CM120JD	0.409821	51.636
CM120JE	0.410963	51.6357
CM120JF	0.409206	51.6358
CM120JG	0.407343	51.6348
CM120JH	0.404504	51.6349
CM120JJ	0.416722	51.6228
CM120JL	0.402743	51.6328
CM120JN	0.415649	51.6374
CM120JP	0.411156	51.6361
CM120JQ	0.406222	51.6346
CM120JR	0.412044	51.6368
CM120JS	0.408751	51.6368
CM120JT	0.40907	51.6371
CM120JU	0.408203	51.636
CM120JW	0.410381	51.6362
CM120JX	0.406867	51.6362
CM120JY	0.410684	51.637
CM120JZ	0.408171	51.6354
